,index,Year,HBR,HBRQF,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,InjuryLocation,InjuryLocationQF,InjuryType,InjuryTypeQF,NumberofDeaths
342,20646,2013,S08000017,,S12000006,,All,d,All,d,All,d,All,d,52
343,20647,2013,S08000017,,S12000006,,All,d,All,d,All,d,Land transport accidents,,10
344,20648,2013,S08000017,,S12000006,,All,d,All,d,All,d,Poisoning,,12
345,20649,2013,S08000017,,S12000006,,All,d,All,d,All,d,Falls,,29
346,20650,2013,S08000017,,S12000006,,All,d,All,d,All,d,"Struck by,against",,0
347,20651,2013,S08000017,,S12000006,,All,d,All,d,All,d,Crushing,,0
348,20652,2013,S08000017,,S12000006,,All,d,All,d,All,d,Scalds,,0
349,20653,2013,S08000017,,S12000006,,All,d,All,d,All,d,Accidental exposure,,0
350,20654,2013,S08000017,,S12000006,,All,d,All,d,All,d,Other,,1
351,21222,2013,S08000019,,S12000005,,All,d,All,d,All,d,All,d,20
352,21223,2013,S08000019,,S12000005,,All,d,All,d,All,d,Land transport accidents,,1
353,21224,2013,S08000019,,S12000005,,All,d,All,d,All,d,Poisoning,,6
354,21225,2013,S08000019,,S12000005,,All,d,All,d,All,d,Falls,,9
355,21226,2013,S08000019,,S12000005,,All,d,All,d,All,d,"Struck by,against",,0
356,21227,2013,S08000019,,S12000005,,All,d,All,d,All,d,Crushing,,0
357,21228,2013,S08000019,,S12000005,,All,d,All,d,All,d,Scalds,,0
358,21229,2013,S08000019,,S12000005,,All,d,All,d,All,d,Accidental exposure,,1
359,21230,2013,S08000019,,S12000005,,All,d,All,d,All,d,Other,,3
360,21627,2013,S08000019,,S12000014,,All,d,All,d,All,d,All,d,31
361,21628,2013,S08000019,,S12000014,,All,d,All,d,All,d,Land transport accidents,,4
362,21629,2013,S08000019,,S12000014,,All,d,All,d,All,d,Poisoning,,7
363,21630,2013,S08000019,,S12000014,,All,d,All,d,All,d,Falls,,13
364,21631,2013,S08000019,,S12000014,,All,d,All,d,All,d,"Struck by,against",,0
365,21632,2013,S08000019,,S12000014,,All,d,All,d,All,d,Crushing,,0
366,21633,2013,S08000019,,S12000014,,All,d,All,d,All,d,Scalds,,0
367,21634,2013,S08000019,,S12000014,,All,d,All,d,All,d,Accidental exposure,,4
368,21635,2013,S08000019,,S12000014,,All,d,All,d,All,d,Other,,3
369,22203,2013,S08000019,,S12000030,,All,d,All,d,All,d,All,d,22
370,22204,2013,S08000019,,S12000030,,All,d,All,d,All,d,Land transport accidents,,1
371,22205,2013,S08000019,,S12000030,,All,d,All,d,All,d,Poisoning,,4
372,22206,2013,S08000019,,S12000030,,All,d,All,d,All,d,Falls,,14
373,22207,2013,S08000019,,S12000030,,All,d,All,d,All,d,"Struck by,against",,0
374,22208,2013,S08000019,,S12000030,,All,d,All,d,All,d,Crushing,,0
375,22209,2013,S08000019,,S12000030,,All,d,All,d,All,d,Scalds,,0
376,22210,2013,S08000019,,S12000030,,All,d,All,d,All,d,Accidental exposure,,0
377,22211,2013,S08000019,,S12000030,,All,d,All,d,All,d,Other,,3
378,22635,2013,S08000020,,S12000020,,All,d,All,d,All,d,All,d,23
379,22636,2013,S08000020,,S12000020,,All,d,All,d,All,d,Land transport accidents,,4
380,22637,2013,S08000020,,S12000020,,All,d,All,d,All,d,Poisoning,,6
381,22638,2013,S08000020,,S12000020,,All,d,All,d,All,d,Falls,,9
382,22639,2013,S08000020,,S12000020,,All,d,All,d,All,d,"Struck by,against",,0
383,22640,2013,S08000020,,S12000020,,All,d,All,d,All,d,Crushing,,0
384,22641,2013,S08000020,,S12000020,,All,d,All,d,All,d,Scalds,,0
385,22642,2013,S08000020,,S12000020,,All,d,All,d,All,d,Accidental exposure,,0
386,22643,2013,S08000020,,S12000020,,All,d,All,d,All,d,Other,,4
387,23085,2013,S08000020,,S12000033,,All,d,All,d,All,d,All,d,85
388,23086,2013,S08000020,,S12000033,,All,d,All,d,All,d,Land transport accidents,,9
389,23087,2013,S08000020,,S12000033,,All,d,All,d,All,d,Poisoning,,25
390,23088,2013,S08000020,,S12000033,,All,d,All,d,All,d,Falls,,32
391,23089,2013,S08000020,,S12000033,,All,d,All,d,All,d,"Struck by,against",,0
392,23090,2013,S08000020,,S12000033,,All,d,All,d,All,d,Crushing,,0
393,23091,2013,S08000020,,S12000033,,All,d,All,d,All,d,Scalds,,0
394,23092,2013,S08000020,,S12000033,,All,d,All,d,All,d,Accidental exposure,,7
395,23093,2013,S08000020,,S12000033,,All,d,All,d,All,d,Other,,12
396,23769,2013,S08000020,,S12000034,,All,d,All,d,All,d,All,d,77
397,23770,2013,S08000020,,S12000034,,All,d,All,d,All,d,Land transport accidents,,19
398,23771,2013,S08000020,,S12000034,,All,d,All,d,All,d,Poisoning,,21
399,23772,2013,S08000020,,S12000034,,All,d,All,d,All,d,Falls,,25
400,23773,2013,S08000020,,S12000034,,All,d,All,d,All,d,"Struck by,against",,0
401,23774,2013,S08000020,,S12000034,,All,d,All,d,All,d,Crushing,,0
402,23775,2013,S08000020,,S12000034,,All,d,All,d,All,d,Scalds,,1
403,23776,2013,S08000020,,S12000034,,All,d,All,d,All,d,Accidental exposure,,4
404,23777,2013,S08000020,,S12000034,,All,d,All,d,All,d,Other,,7
405,24489,2013,S08000022,,S12000017,,All,d,All,d,All,d,All,d,78
406,24490,2013,S08000022,,S12000017,,All,d,All,d,All,d,Land transport accidents,,20
407,24491,2013,S08000022,,S12000017,,All,d,All,d,All,d,Poisoning,,15
408,24492,2013,S08000022,,S12000017,,All,d,All,d,All,d,Falls,,30
409,24493,2013,S08000022,,S12000017,,All,d,All,d,All,d,"Struck by,against",,1
410,24494,2013,S08000022,,S12000017,,All,d,All,d,All,d,Crushing,,0
411,24495,2013,S08000022,,S12000017,,All,d,All,d,All,d,Scalds,,0
412,24496,2013,S08000022,,S12000017,,All,d,All,d,All,d,Accidental exposure,,0
413,24497,2013,S08000022,,S12000017,,All,d,All,d,All,d,Other,,12
414,25209,2013,S08000022,,S12000035,,All,d,All,d,All,d,All,d,33
415,25210,2013,S08000022,,S12000035,,All,d,All,d,All,d,Land transport accidents,,7
416,25211,2013,S08000022,,S12000035,,All,d,All,d,All,d,Poisoning,,10
417,25212,2013,S08000022,,S12000035,,All,d,All,d,All,d,Falls,,11
418,25213,2013,S08000022,,S12000035,,All,d,All,d,All,d,"Struck by,against",,0
419,25214,2013,S08000022,,S12000035,,All,d,All,d,All,d,Crushing,,0
420,25215,2013,S08000022,,S12000035,,All,d,All,d,All,d,Scalds,,0
421,25216,2013,S08000022,,S12000035,,All,d,All,d,All,d,Accidental exposure,,2
422,25217,2013,S08000022,,S12000035,,All,d,All,d,All,d,Other,,3
423,25713,2013,S08000024,,S12000010,,All,d,All,d,All,d,All,d,26
424,25714,2013,S08000024,,S12000010,,All,d,All,d,All,d,Land transport accidents,,4
425,25715,2013,S08000024,,S12000010,,All,d,All,d,All,d,Poisoning,,5
426,25716,2013,S08000024,,S12000010,,All,d,All,d,All,d,Falls,,14
427,25717,2013,S08000024,,S12000010,,All,d,All,d,All,d,"Struck by,against",,0
428,25718,2013,S08000024,,S12000010,,All,d,All,d,All,d,Crushing,,1
429,25719,2013,S08000024,,S12000010,,All,d,All,d,All,d,Scalds,,1
430,25720,2013,S08000024,,S12000010,,All,d,All,d,All,d,Accidental exposure,,0
431,25721,2013,S08000024,,S12000010,,All,d,All,d,All,d,Other,,1
432,26199,2013,S08000024,,S12000019,,All,d,All,d,All,d,All,d,28
433,26200,2013,S08000024,,S12000019,,All,d,All,d,All,d,Land transport accidents,,4
434,26201,2013,S08000024,,S12000019,,All,d,All,d,All,d,Poisoning,,6
435,26202,2013,S08000024,,S12000019,,All,d,All,d,All,d,Falls,,13
436,26203,2013,S08000024,,S12000019,,All,d,All,d,All,d,"Struck by,against",,0
437,26204,2013,S08000024,,S12000019,,All,d,All,d,All,d,Crushing,,0
438,26205,2013,S08000024,,S12000019,,All,d,All,d,All,d,Scalds,,0
439,26206,2013,S08000024,,S12000019,,All,d,All,d,All,d,Accidental exposure,,0
440,26207,2013,S08000024,,S12000019,,All,d,All,d,All,d,Other,,5
441,26757,2013,S08000024,,S12000036,,All,d,All,d,All,d,All,d,134
442,26758,2013,S08000024,,S12000036,,All,d,All,d,All,d,Land transport accidents,,14
443,26759,2013,S08000024,,S12000036,,All,d,All,d,All,d,Poisoning,,38
444,26760,2013,S08000024,,S12000036,,All,d,All,d,All,d,Falls,,67
445,26761,2013,S08000024,,S12000036,,All,d,All,d,All,d,"Struck by,against",,0
446,26762,2013,S08000024,,S12000036,,All,d,All,d,All,d,Crushing,,0
447,26763,2013,S08000024,,S12000036,,All,d,All,d,All,d,Scalds,,0
448,26764,2013,S08000024,,S12000036,,All,d,All,d,All,d,Accidental exposure,,6
449,26765,2013,S08000024,,S12000036,,All,d,All,d,All,d,Other,,9
450,27477,2013,S08000024,,S12000040,,All,d,All,d,All,d,All,d,36
451,27478,2013,S08000024,,S12000040,,All,d,All,d,All,d,Land transport accidents,,5
452,27479,2013,S08000024,,S12000040,,All,d,All,d,All,d,Poisoning,,13
453,27480,2013,S08000024,,S12000040,,All,d,All,d,All,d,Falls,,15
454,27481,2013,S08000024,,S12000040,,All,d,All,d,All,d,"Struck by,against",,0
455,27482,2013,S08000024,,S12000040,,All,d,All,d,All,d,Crushing,,0
456,27483,2013,S08000024,,S12000040,,All,d,All,d,All,d,Scalds,,0
457,27484,2013,S08000024,,S12000040,,All,d,All,d,All,d,Accidental exposure,,1
458,27485,2013,S08000024,,S12000040,,All,d,All,d,All,d,Other,,2
459,27981,2013,S08000025,,S12000023,,All,d,All,d,All,d,All,d,12
460,27982,2013,S08000025,,S12000023,,All,d,All,d,All,d,Land transport accidents,,3
461,27983,2013,S08000025,,S12000023,,All,d,All,d,All,d,Poisoning,,1
462,27984,2013,S08000025,,S12000023,,All,d,All,d,All,d,Falls,,5
463,27985,2013,S08000025,,S12000023,,All,d,All,d,All,d,"Struck by,against",,0
464,27986,2013,S08000025,,S12000023,,All,d,All,d,All,d,Crushing,,0
465,27987,2013,S08000025,,S12000023,,All,d,All,d,All,d,Scalds,,0
466,27988,2013,S08000025,,S12000023,,All,d,All,d,All,d,Accidental exposure,,1
467,27989,2013,S08000025,,S12000023,,All,d,All,d,All,d,Other,,2
468,28323,2013,S08000026,,S12000027,,All,d,All,d,All,d,All,d,4
469,28324,2013,S08000026,,S12000027,,All,d,All,d,All,d,Land transport accidents,,1
470,28325,2013,S08000026,,S12000027,,All,d,All,d,All,d,Poisoning,,0
471,28326,2013,S08000026,,S12000027,,All,d,All,d,All,d,Falls,,3
472,28327,2013,S08000026,,S12000027,,All,d,All,d,All,d,"Struck by,against",,0
473,28328,2013,S08000026,,S12000027,,All,d,All,d,All,d,Crushing,,0
474,28329,2013,S08000026,,S12000027,,All,d,All,d,All,d,Scalds,,0
475,28330,2013,S08000026,,S12000027,,All,d,All,d,All,d,Accidental exposure,,0
476,28331,2013,S08000026,,S12000027,,All,d,All,d,All,d,Other,,0
477,28485,2013,S08000028,,S12000013,,All,d,All,d,All,d,All,d,18
478,28486,2013,S08000028,,S12000013,,All,d,All,d,All,d,Land transport accidents,,3
479,28487,2013,S08000028,,S12000013,,All,d,All,d,All,d,Poisoning,,2
480,28488,2013,S08000028,,S12000013,,All,d,All,d,All,d,Falls,,8
481,28489,2013,S08000028,,S12000013,,All,d,All,d,All,d,"Struck by,against",,0
482,28490,2013,S08000028,,S12000013,,All,d,All,d,All,d,Crushing,,0
483,28491,2013,S08000028,,S12000013,,All,d,All,d,All,d,Scalds,,0
484,28492,2013,S08000028,,S12000013,,All,d,All,d,All,d,Accidental exposure,,0
485,28493,2013,S08000028,,S12000013,,All,d,All,d,All,d,Other,,5
486,28854,2013,S08000029,,S12000047,,All,d,All,d,All,d,All,d,83
487,28855,2013,S08000029,,S12000047,,All,d,All,d,All,d,Land transport accidents,,11
488,28856,2013,S08000029,,S12000047,,All,d,All,d,All,d,Poisoning,,20
489,28857,2013,S08000029,,S12000047,,All,d,All,d,All,d,Falls,,40
490,28858,2013,S08000029,,S12000047,,All,d,All,d,All,d,"Struck by,against",,0
491,28859,2013,S08000029,,S12000047,,All,d,All,d,All,d,Crushing,,0
492,28860,2013,S08000029,,S12000047,,All,d,All,d,All,d,Scalds,,0
493,28861,2013,S08000029,,S12000047,,All,d,All,d,All,d,Accidental exposure,,3
494,28862,2013,S08000029,,S12000047,,All,d,All,d,All,d,Other,,9
495,29511,2013,S08000030,,S12000041,,All,d,All,d,All,d,All,d,28
496,29512,2013,S08000030,,S12000041,,All,d,All,d,All,d,Land transport accidents,,3
497,29513,2013,S08000030,,S12000041,,All,d,All,d,All,d,Poisoning,,8
498,29514,2013,S08000030,,S12000041,,All,d,All,d,All,d,Falls,,14
499,29515,2013,S08000030,,S12000041,,All,d,All,d,All,d,"Struck by,against",,1
500,29516,2013,S08000030,,S12000041,,All,d,All,d,All,d,Crushing,,0
501,29517,2013,S08000030,,S12000041,,All,d,All,d,All,d,Scalds,,0
502,29518,2013,S08000030,,S12000041,,All,d,All,d,All,d,Accidental exposure,,0
503,29519,2013,S08000030,,S12000041,,All,d,All,d,All,d,Other,,2
504,29988,2013,S08000030,,S12000042,,All,d,All,d,All,d,All,d,47
505,29989,2013,S08000030,,S12000042,,All,d,All,d,All,d,Land transport accidents,,6
506,29990,2013,S08000030,,S12000042,,All,d,All,d,All,d,Poisoning,,23
507,29991,2013,S08000030,,S12000042,,All,d,All,d,All,d,Falls,,13
508,29992,2013,S08000030,,S12000042,,All,d,All,d,All,d,"Struck by,against",,0
509,29993,2013,S08000030,,S12000042,,All,d,All,d,All,d,Crushing,,0
510,29994,2013,S08000030,,S12000042,,All,d,All,d,All,d,Scalds,,0
511,29995,2013,S08000030,,S12000042,,All,d,All,d,All,d,Accidental exposure,,2
512,29996,2013,S08000030,,S12000042,,All,d,All,d,All,d,Other,,3
513,30519,2013,S08000030,,S12000048,,All,d,All,d,All,d,All,d,38
514,30520,2013,S08000030,,S12000048,,All,d,All,d,All,d,Land transport accidents,,5
515,30521,2013,S08000030,,S12000048,,All,d,All,d,All,d,Poisoning,,5
516,30522,2013,S08000030,,S12000048,,All,d,All,d,All,d,Falls,,25
517,30523,2013,S08000030,,S12000048,,All,d,All,d,All,d,"Struck by,against",,0
518,30524,2013,S08000030,,S12000048,,All,d,All,d,All,d,Crushing,,0
519,30525,2013,S08000030,,S12000048,,All,d,All,d,All,d,Scalds,,0
520,30526,2013,S08000030,,S12000048,,All,d,All,d,All,d,Accidental exposure,,0
521,30527,2013,S08000030,,S12000048,,All,d,All,d,All,d,Other,,3
522,30987,2013,S08000031,,S12000011,,All,d,All,d,All,d,All,d,24
523,30988,2013,S08000031,,S12000011,,All,d,All,d,All,d,Land transport accidents,,5
524,30989,2013,S08000031,,S12000011,,All,d,All,d,All,d,Poisoning,,4
525,30990,2013,S08000031,,S12000011,,All,d,All,d,All,d,Falls,,12
526,30991,2013,S08000031,,S12000011,,All,d,All,d,All,d,"Struck by,against",,0
527,30992,2013,S08000031,,S12000011,,All,d,All,d,All,d,Crushing,,0
528,30993,2013,S08000031,,S12000011,,All,d,All,d,All,d,Scalds,,0
529,30994,2013,S08000031,,S12000011,,All,d,All,d,All,d,Accidental exposure,,2
530,30995,2013,S08000031,,S12000011,,All,d,All,d,All,d,Other,,1
531,31410,2013,S08000031,,S12000018,,All,d,All,d,All,d,All,d,30
532,31411,2013,S08000031,,S12000018,,All,d,All,d,All,d,Land transport accidents,,0
533,31412,2013,S08000031,,S12000018,,All,d,All,d,All,d,Poisoning,,11
534,31413,2013,S08000031,,S12000018,,All,d,All,d,All,d,Falls,,12
535,31414,2013,S08000031,,S12000018,,All,d,All,d,All,d,"Struck by,against",,0
536,31415,2013,S08000031,,S12000018,,All,d,All,d,All,d,Crushing,,0
537,31416,2013,S08000031,,S12000018,,All,d,All,d,All,d,Scalds,,0
538,31417,2013,S08000031,,S12000018,,All,d,All,d,All,d,Accidental exposure,,4
539,31418,2013,S08000031,,S12000018,,All,d,All,d,All,d,Other,,3
540,31815,2013,S08000031,,S12000038,,All,d,All,d,All,d,All,d,59
541,31816,2013,S08000031,,S12000038,,All,d,All,d,All,d,Land transport accidents,,3
542,31817,2013,S08000031,,S12000038,,All,d,All,d,All,d,Poisoning,,19
543,31818,2013,S08000031,,S12000038,,All,d,All,d,All,d,Falls,,25
544,31819,2013,S08000031,,S12000038,,All,d,All,d,All,d,"Struck by,against",,0
545,31820,2013,S08000031,,S12000038,,All,d,All,d,All,d,Crushing,,0
546,31821,2013,S08000031,,S12000038,,All,d,All,d,All,d,Scalds,,0
547,31822,2013,S08000031,,S12000038,,All,d,All,d,All,d,Accidental exposure,,6
548,31823,2013,S08000031,,S12000038,,All,d,All,d,All,d,Other,,6
549,32382,2013,S08000031,,S12000039,,All,d,All,d,All,d,All,d,41
550,32383,2013,S08000031,,S12000039,,All,d,All,d,All,d,Land transport accidents,,5
551,32384,2013,S08000031,,S12000039,,All,d,All,d,All,d,Poisoning,,10
552,32385,2013,S08000031,,S12000039,,All,d,All,d,All,d,Falls,,18
553,32386,2013,S08000031,,S12000039,,All,d,All,d,All,d,"Struck by,against",,0
554,32387,2013,S08000031,,S12000039,,All,d,All,d,All,d,Crushing,,0
555,32388,2013,S08000031,,S12000039,,All,d,All,d,All,d,Scalds,,0
556,32389,2013,S08000031,,S12000039,,All,d,All,d,All,d,Accidental exposure,,3
557,32390,2013,S08000031,,S12000039,,All,d,All,d,All,d,Other,,5
558,32940,2013,S08000031,,S12000045,,All,d,All,d,All,d,All,d,26
559,32941,2013,S08000031,,S12000045,,All,d,All,d,All,d,Land transport accidents,,1
560,32942,2013,S08000031,,S12000045,,All,d,All,d,All,d,Poisoning,,2
561,32943,2013,S08000031,,S12000045,,All,d,All,d,All,d,Falls,,20
562,32944,2013,S08000031,,S12000045,,All,d,All,d,All,d,"Struck by,against",,0
563,32945,2013,S08000031,,S12000045,,All,d,All,d,All,d,Crushing,,0
564,32946,2013,S08000031,,S12000045,,All,d,All,d,All,d,Scalds,,0
565,32947,2013,S08000031,,S12000045,,All,d,All,d,All,d,Accidental exposure,,0
566,32948,2013,S08000031,,S12000045,,All,d,All,d,All,d,Other,,3
567,33327,2013,S08000031,,S12000049,,All,d,All,d,All,d,All,d,239
568,33328,2013,S08000031,,S12000049,,All,d,All,d,All,d,Land transport accidents,,8
569,33329,2013,S08000031,,S12000049,,All,d,All,d,All,d,Poisoning,,113
570,33330,2013,S08000031,,S12000049,,All,d,All,d,All,d,Falls,,84
571,33331,2013,S08000031,,S12000049,,All,d,All,d,All,d,"Struck by,against",,0
572,33332,2013,S08000031,,S12000049,,All,d,All,d,All,d,Crushing,,0
573,33333,2013,S08000031,,S12000049,,All,d,All,d,All,d,Scalds,,0
574,33334,2013,S08000031,,S12000049,,All,d,All,d,All,d,Accidental exposure,,9
575,33335,2013,S08000031,,S12000049,,All,d,All,d,All,d,Other,,25
576,34119,2013,S08000032,,S12000029,,All,d,All,d,All,d,All,d,111
577,34120,2013,S08000032,,S12000029,,All,d,All,d,All,d,Land transport accidents,,6
578,34121,2013,S08000032,,S12000029,,All,d,All,d,All,d,Poisoning,,42
579,34122,2013,S08000032,,S12000029,,All,d,All,d,All,d,Falls,,44
580,34123,2013,S08000032,,S12000029,,All,d,All,d,All,d,"Struck by,against",,0
581,34124,2013,S08000032,,S12000029,,All,d,All,d,All,d,Crushing,,0
582,34125,2013,S08000032,,S12000029,,All,d,All,d,All,d,Scalds,,0
583,34126,2013,S08000032,,S12000029,,All,d,All,d,All,d,Accidental exposure,,5
584,34127,2013,S08000032,,S12000029,,All,d,All,d,All,d,Other,,14
585,34722,2013,S08000032,,S12000050,,All,d,All,d,All,d,All,d,102
586,34723,2013,S08000032,,S12000050,,All,d,All,d,All,d,Land transport accidents,,4
587,34724,2013,S08000032,,S12000050,,All,d,All,d,All,d,Poisoning,,41
588,34725,2013,S08000032,,S12000050,,All,d,All,d,All,d,Falls,,45
589,34726,2013,S08000032,,S12000050,,All,d,All,d,All,d,"Struck by,against",,0
590,34727,2013,S08000032,,S12000050,,All,d,All,d,All,d,Crushing,,0
591,34728,2013,S08000032,,S12000050,,All,d,All,d,All,d,Scalds,,0
592,34729,2013,S08000032,,S12000050,,All,d,All,d,All,d,Accidental exposure,,6
593,34730,2013,S08000032,,S12000050,,All,d,All,d,All,d,Other,,6
594,35316,2014,S92000003,d,S92000003,d,All,d,All,d,All,d,All,d,1750
595,35317,2014,S92000003,d,S92000003,d,All,d,All,d,All,d,Land transport accidents,,218
596,35318,2014,S92000003,d,S92000003,d,All,d,All,d,All,d,Poisoning,,570
597,35319,2014,S92000003,d,S92000003,d,All,d,All,d,All,d,Falls,,739
598,35320,2014,S92000003,d,S92000003,d,All,d,All,d,All,d,"Struck by,against",,3
599,35321,2014,S92000003,d,S92000003,d,All,d,All,d,All,d,Crushing,,0
600,35322,2014,S92000003,d,S92000003,d,All,d,All,d,All,d,Scalds,,0
601,35323,2014,S92000003,d,S92000003,d,All,d,All,d,All,d,Accidental exposure,,87
602,35324,2014,S92000003,d,S92000003,d,All,d,All,d,All,d,Other,,133
603,36450,2014,S08000015,,S12000008,,All,d,All,d,All,d,All,d,41
604,36451,2014,S08000015,,S12000008,,All,d,All,d,All,d,Land transport accidents,,3
605,36452,2014,S08000015,,S12000008,,All,d,All,d,All,d,Poisoning,,19
606,36453,2014,S08000015,,S12000008,,All,d,All,d,All,d,Falls,,14
607,36454,2014,S08000015,,S12000008,,All,d,All,d,All,d,"Struck by,against",,0
608,36455,2014,S08000015,,S12000008,,All,d,All,d,All,d,Crushing,,0
609,36456,2014,S08000015,,S12000008,,All,d,All,d,All,d,Scalds,,0
610,36457,2014,S08000015,,S12000008,,All,d,All,d,All,d,Accidental exposure,,3
611,36458,2014,S08000015,,S12000008,,All,d,All,d,All,d,Other,,2
612,36990,2014,S08000015,,S12000021,,All,d,All,d,All,d,All,d,41
613,36991,2014,S08000015,,S12000021,,All,d,All,d,All,d,Land transport accidents,,2
614,36992,2014,S08000015,,S12000021,,All,d,All,d,All,d,Poisoning,,15
615,36993,2014,S08000015,,S12000021,,All,d,All,d,All,d,Falls,,17
616,36994,2014,S08000015,,S12000021,,All,d,All,d,All,d,"Struck by,against",,0
617,36995,2014,S08000015,,S12000021,,All,d,All,d,All,d,Crushing,,0
618,36996,2014,S08000015,,S12000021,,All,d,All,d,All,d,Scalds,,0
619,36997,2014,S08000015,,S12000021,,All,d,All,d,All,d,Accidental exposure,,2
620,36998,2014,S08000015,,S12000021,,All,d,All,d,All,d,Other,,5
621,37566,2014,S08000015,,S12000028,,All,d,All,d,All,d,All,d,44
622,37567,2014,S08000015,,S12000028,,All,d,All,d,All,d,Land transport accidents,,2
623,37568,2014,S08000015,,S12000028,,All,d,All,d,All,d,Poisoning,,12
624,37569,2014,S08000015,,S12000028,,All,d,All,d,All,d,Falls,,26
625,37570,2014,S08000015,,S12000028,,All,d,All,d,All,d,"Struck by,against",,0
626,37571,2014,S08000015,,S12000028,,All,d,All,d,All,d,Crushing,,0
627,37572,2014,S08000015,,S12000028,,All,d,All,d,All,d,Scalds,,0
628,37573,2014,S08000015,,S12000028,,All,d,All,d,All,d,Accidental exposure,,3
629,37574,2014,S08000015,,S12000028,,All,d,All,d,All,d,Other,,1
630,38097,2014,S08000016,,S12000026,,All,d,All,d,All,d,All,d,43
631,38098,2014,S08000016,,S12000026,,All,d,All,d,All,d,Land transport accidents,,6
632,38099,2014,S08000016,,S12000026,,All,d,All,d,All,d,Poisoning,,10
633,38100,2014,S08000016,,S12000026,,All,d,All,d,All,d,Falls,,20
634,38101,2014,S08000016,,S12000026,,All,d,All,d,All,d,"Struck by,against",,0
635,38102,2014,S08000016,,S12000026,,All,d,All,d,All,d,Crushing,,0
636,38103,2014,S08000016,,S12000026,,All,d,All,d,All,d,Scalds,,0
637,38104,2014,S08000016,,S12000026,,All,d,All,d,All,d,Accidental exposure,,2
638,38105,2014,S08000016,,S12000026,,All,d,All,d,All,d,Other,,5
639,38736,2014,S08000017,,S12000006,,All,d,All,d,All,d,All,d,49
640,38737,2014,S08000017,,S12000006,,All,d,All,d,All,d,Land transport accidents,,8
641,38738,2014,S08000017,,S12000006,,All,d,All,d,All,d,Poisoning,,13
